;;Model M1;;;Model M3;;;;DP;;DSS-1TH;;;FMT;;;DSS-4TH;;DSS+DP;
prob7_005_100000_06;2113075;0.01;7;0;0.15;5;13;0;369.26;0;890.54;0;;0.02;0;0;229.97;0;759.32;0
prob7_005_100000_07;2055338;0.01;5;0;0.10;3;7;0;361.69;0;982.60;0;;0.01;0;0;39.62;0;745.24;0
prob7_005_100000_08;1985161;0.01;7;0;0.06;1;2;0;355.77;0;1200.00;1;;0.01;0;0;55.51;0;741.31;0
prob7_005_100000_09;2148811;0.01;7;0;0.04;1;2;0;366.08;0;1029.97;0;;0.01;0;0;44.25;0;758.70;0
prob7_005_100000_10;2178242;0.01;5;0;0.23;3;6;0;375.32;0;1153.65;0;;0.01;0;0;33.23;0;769.13;0
prob7_010_020000_01;468189;0.00;7;0;0.01;1;2;0;15.17;0;33.15;0;;0.00;0;0;2.27;0;30.49;0
prob7_010_020000_02;390019;0.00;7;0;0.01;1;2;0;14.58;0;32.32;0;;0.00;0;0;2.05;0;29.38;0
prob7_010_020000_03;455422;0.00;7;0;0.00;1;2;0;15.10;0;31.99;0;;0.00;0;0;2.27;0;30.38;0
prob7_010_020000_04;360121;0.00;7;0;0.01;1;2;0;14.22;0;36.97;0;;0.00;0;0;2.12;0;28.77;0
prob7_010_020000_05;363318;0.01;7;0;0.02;1;2;0;14.24;0;33.07;0;;0.01;0;0;2.73;0;28.72;0
prob7_010_020000_06;420366;0.01;7;0;0.01;1;2;0;14.69;0;31.01;0;;0.01;0;0;4.41;0;29.66;0
prob7_010_020000_07;386762;0.00;7;0;0.01;1;2;0;14.51;0;32.07;0;;0.00;0;0;3.43;0;29.33;0
prob7_010_020000_08;442530;0.00;7;0;0.03;1;2;0;14.91;0;31.97;0;;0.00;0;0;2.10;0;30.23;0
prob7_010_020000_09;352096;0.00;5;0;0.01;1;2;0;14.14;0;33.48;0;;0.00;0;0;4.00;0;28.56;0
prob7_010_020000_10;436820;0.00;7;0;0.02;1;2;0;14.91;0;33.30;0;;0.00;0;0;2.05;0;30.06;0
prob7_010_050000_01;1034239;0.01;7;0;0.08;1;2;0;92.45;0;237.74;0;;0.01;0;0;8.60;0;188.71;0
prob7_010_050000_02;1012061;0.01;7;0;0.03;1;2;0;93.46;0;255.22;0;;0.01;0;0;9.01;0;186.97;0
prob7_010_050000_03;891878;0.00;7;0;0.05;1;2;0;89.25;0;266.07;0;;0.00;0;0;8.67;0;184.94;0
prob7_010_050000_04;1108640;0.01;7;0;0.03;1;2;0;94.10;0;287.92;0;;0.01;0;0;8.68;0;193.49;0
prob7_010_050000_05;1102360;0.00;7;0;0.12;1;2;0;93.91;0;282.93;0;;0.00;0;0;8.42;0;191.59;0
prob7_010_050000_06;1024116;0.02;15;0;0.06;7;25;0;92.67;0;143.06;0;;0.02;0;0;21.92;0;188.57;0
prob7_010_050000_07;983184;0.01;11;0;0.02;5;12;0;91.25;0;136.02;0;;0.01;0;0;10.26;0;186.61;0
prob7_010_050000_08;1055100;0.00;7;0;0.04;1;2;0;93.03;0;239.81;0;;0.00;0;0;8.75;0;189.62;0
prob7_010_050000_09;1098171;0.00;7;0;0.03;1;2;0;94.04;0;296.99;0;;0.00;0;0;8.57;0;191.10;0
prob7_010_050000_10;1136400;0.00;7;0;0.01;1;2;0;94.30;0;270.43;0;;0.00;0;0;8.53;0;194.47;0
prob7_010_100000_01;2229586;0.01;7;0;0.15;1;2;0;377.49;0;1200.00;1;;0.01;0;0;33.44;0;778.01;0
prob7_010_100000_02;1855876;0.01;7;0;0.27;1;2;0;363.29;0;1200.00;1;;0.01;0;0;28.47;0;745.98;0
prob7_010_100000_03;2110183;0.02;7;0;0.16;1;2;0;370.63;0;1200.00;1;;0.02;0;0;28.96;0;781.62;0
prob7_010_100000_04;2253336;0.01;7;0;0.11;1;2;0;378.64;0;1200.00;1;;0.01;0;0;42.83;0;774.91;0
prob7_010_100000_05;2193806;0.01;7;0;0.06;1;2;0;375.41;0;1200.00;1;;0.01;0;0;142.88;0;791.54;0
prob7_010_100000_06;2033242;0.02;15;0;0.12;7;23;0;370.56;0;850.97;0;;0.02;0;0;81.15;0;761.47;0
prob7_010_100000_07;1936794;0.03;15;0;0.10;7;21;0;365.01;0;905.89;0;;0.04;0;0;84.52;0;753.34;0
prob7_010_100000_08;2242901;0.03;7;0;0.09;1;2;0;379.07;0;1200.00;1;;0.03;0;0;134.41;0;783.34;0
prob7_010_100000_09;1970978;0.00;5;0;0.15;3;8;0;368.38;0;946.28;0;;0.00;0;0;49.20;0;755.86;0
prob7_010_100000_10;2246774;0.01;7;0;0.09;1;2;0;377.82;0;1200.00;1;;0.01;0;0;95.26;0;779.76;0
prob7_020_020000_01;421250;0.00;15;0;0.01;3;8;0;14.94;0;24.24;0;;0.00;0;0;2.28;0;30.16;0
prob7_020_020000_02;432142;0.00;19;0;0.02;9;17;0;15.07;0;17.42;0;;0.00;0;0;2.70;0;30.34;0
prob7_020_020000_03;407299;0.00;19;0;0.04;9;22;0;14.86;0;24.89;0;;0.00;0;0;2.85;0;29.84;0
prob7_020_020000_04;457713;0.00;19;0;0.05;15;38;0;15.33;0;21.10;0;;0.00;0;0;2.76;0;30.90;0
prob7_020_020000_05;412749;0.00;19;0;0.08;13;41;0;14.82;0;21.34;0;;0.00;0;0;2.56;0;29.95;0
prob7_020_020000_06;412370;0.00;5;0;0.01;3;9;0;14.88;0;22.55;0;;0.00;0;0;2.40;0;30.00;0
;;Model M1;;;Model M3;;;;DP;;DSS-1TH;;;FMT;;;DSS-4TH;;DSS+DP;
Instance;opt;time;#nodes;TL;time;#nodes;#cols;TL;time;TL;time;TL;;time;best;TL;time;TL;time;TL
prob7_020_020000_07;410650;0.01;29;0;0.05;23;57;0;14.80;0;20.41;0;;0.01;0;0;3.05;0;30.08;0
prob7_020_020000_08;462858;0.00;15;0;0.02;3;9;0;15.18;0;20.63;0;;0.00;0;0;2.27;0;30.61;0
prob7_020_020000_09;429419;0.00;11;0;0.02;3;9;0;14.99;0;16.48;0;;0.00;0;0;2.17;0;30.27;0
prob7_020_020000_10;388688;0.00;19;0;0.03;9;23;0;14.70;0;21.63;0;;0.00;0;0;3.01;0;29.55;0
prob7_020_050000_01;1158869;0.01;19;0;0.08;9;25;0;96.17;0;194.86;0;;0.01;0;0;12.87;0;196.07;0
prob7_020_050000_02;966086;0.01;21;0;0.04;11;24;0;92.10;0;171.89;0;;0.01;0;0;13.10;0;188.70;0
prob7_020_050000_03;1024371;0.01;29;0;0.15;19;39;0;93.58;0;170.20;0;;0.01;0;0;15.01;0;190.82;0
prob7_020_050000_04;1013162;0.01;15;0;0.03;5;12;0;93.84;0;155.04;0;;0.01;0;0;8.26;0;189.40;0
prob7_020_050000_05;975985;0.02;29;0;0.22;19;40;0;92.16;0;176.70;0;;0.02;0;0;15.83;0;187.75;0
prob7_020_050000_06;1122735;0.00;9;0;0.02;5;14;0;95.22;0;184.58;0;;0.00;0;0;8.44;0;195.18;0
prob7_020_050000_07;1033028;0.01;27;0;0.27;19;40;0;93.33;0;176.71;0;;0.01;0;0;15.46;0;190.72;0
prob7_020_050000_08;1103569;0.01;27;0;0.09;21;46;0;95.23;0;139.52;0;;0.01;0;0;12.38;0;194.47;0
prob7_020_050000_09;975801;0.01;23;0;0.08;11;21;0;92.72;0;177.10;0;;0.01;0;0;16.50;0;189.77;0
prob7_020_050000_10;1023709;0.03;29;0;0.21;23;54;0;93.68;0;181.51;0;;0.03;0;0;16.48;0;191.23;0
prob7_020_100000_01;1895297;0.04;19;0;0.18;11;21;0;371.18;0;869.91;0;;0.05;0;0;47.91;0;756.59;0
prob7_020_100000_02;1965657;0.01;11;0;0.58;3;9;0;371.84;0;707.92;0;;0.01;0;0;26.57;0;762.54;0
prob7_020_100000_03;2270088;0.02;21;0;0.22;11;21;0;383.80;0;973.40;0;;0.03;0;0;48.39;0;795.94;0
prob7_020_100000_04;2329562;0.04;27;0;0.15;13;26;0;385.13;0;865.63;0;;0.04;0;0;41.97;0;790.94;0
prob7_020_100000_05;2362366;0.03;27;0;0.13;17;30;0;391.17;0;877.05;0;;0.03;0;0;24.83;0;793.03;0
prob7_020_100000_06;2058756;0.01;15;0;0.09;7;17;0;374.20;0;699.86;0;;0.01;0;0;29.27;0;777.92;0
prob7_020_100000_07;2089108;0.01;15;0;0.10;11;18;0;377.56;0;774.37;0;;0.01;0;0;56.30;0;778.02;0
prob7_020_100000_08;1984264;0.01;31;0;0.16;13;33;0;373.06;0;983.25;0;;0.01;0;0;51.70;0;769.91;0
prob7_020_100000_09;2012186;0.00;9;0;0.13;9;19;0;374.11;0;782.96;0;;0.00;0;0;30.42;0;776.70;0
prob7_020_100000_10;2058046;0.03;21;0;0.15;9;21;0;375.95;0;607.53;0;;0.04;0;0;53.20;0;773.85;0
prob7_030_020000_01;392246;0.02;57;0;0.04;27;41;0;14.75;0;21.28;0;;0.02;0;0;3.31;0;29.83;0
prob7_030_020000_02;392381;0.01;57;0;0.11;23;36;0;14.94;0;22.50;0;;0.01;0;0;3.53;0;30.08;0
prob7_030_020000_03;456030;0.00;23;0;0.03;9;24;0;15.19;0;22.49;0;;0.00;0;0;2.73;0;30.72;0
prob7_030_020000_04;430130;0.00;19;0;0.02;3;10;0;15.07;0;18.42;0;;0.00;0;0;2.69;0;30.64;0
prob7_030_020000_05;442951;0.01;53;0;0.04;27;57;0;15.15;0;14.93;0;;0.01;0;0;3.09;0;30.57;0
prob7_030_020000_06;448030;0.01;29;0;0.04;19;32;0;15.17;0;22.14;0;;0.01;0;0;2.81;0;30.73;0
prob7_030_020000_07;433753;0.00;35;0;0.04;13;33;0;15.09;0;16.54;0;;0.00;0;0;2.94;0;30.43;0
prob7_030_020000_08;478644;0.00;13;0;0.01;9;20;0;15.37;0;20.48;0;;0.00;0;0;2.68;0;31.23;0
prob7_030_020000_09;380039;0.01;53;0;0.13;27;50;0;14.70;0;22.42;0;;0.02;0;0;3.56;0;29.66;0
prob7_030_020000_10;384471;0.01;89;0;0.07;57;65;0;14.70;0;21.04;0;;0.01;0;0;3.34;0;29.84;0
prob7_030_050000_01;959820;0.01;47;0;0.14;23;35;0;94.10;0;164.81;0;;0.02;0;0;16.89;0;189.65;0
prob7_030_050000_02;962910;0.02;67;0;0.54;45;54;0;92.51;0;159.68;0;;0.02;0;0;15.93;0;189.85;0
prob7_030_050000_03;1192247;0.01;21;0;0.05;9;18;0;96.62;0;167.35;0;;0.01;0;0;14.00;0;197.99;0
prob7_030_050000_04;978670;0.01;43;0;0.52;27;42;0;92.61;0;154.87;0;;0.01;0;0;12.44;0;189.19;0
prob7_030_050000_05;1108646;0.01;35;0;0.09;13;30;0;95.54;0;128.85;0;;0.01;0;0;13.19;0;196.08;0
prob7_030_050000_06;1113060;0.01;27;0;0.15;11;25;0;95.05;0;187.07;0;;0.01;0;0;14.72;0;193.35;0
prob7_030_050000_07;948697;0.03;47;0;0.11;23;33;0;92.51;0;162.29;0;;0.03;0;0;17.01;0;189.00;0
prob7_030_050000_08;1039124;0.01;57;0;0.07;39;69;0;93.75;0;163.95;0;;0.01;0;0;13.81;0;192.40;0
prob7_030_050000_09;1033244;0.00;19;0;0.07;19;29;0;94.12;0;152.74;0;;0.00;0;0;9.78;0;192.77;0
prob7_030_050000_10;1102331;0.01;89;0;0.07;57;64;0;95.31;0;135.82;0;;0.01;0;0;13.66;0;194.40;0
prob7_030_100000_01;2297805;0.10;103;0;0.65;91;86;0;386.68;0;688.44;0;;0.11;0;0;59.59;0;794.48;0
prob7_030_100000_02;2278947;0.03;27;0;0.18;9;23;0;385.66;0;756.51;0;;0.03;0;0;46.46;0;794.97;0
;;Model M1;;;Model M3;;;;DP;;DSS-1TH;;;FMT;;;DSS-4TH;;DSS+DP;
Instance;opt;time;#nodes;TL;time;#nodes;#cols;TL;time;TL;time;TL;;time;best;TL;time;TL;time;TL
prob7_030_100000_03;2166161;0.03;61;0;0.18;39;46;0;380.34;0;847.09;0;;0.03;0;0;53.18;0;785.94;0
prob7_030_100000_04;2353310;0.03;49;0;0.20;43;62;0;386.60;0;890.50;0;;0.04;0;0;40.03;0;800.34;0
prob7_030_100000_05;2375740;0.02;31;0;0.15;11;24;0;386.34;0;989.29;0;;0.02;0;0;29.23;0;793.85;0
prob7_030_100000_06;2270263;0.03;39;0;0.37;11;22;0;385.32;0;930.62;0;;0.03;0;0;45.83;0;796.20;0
prob7_030_100000_07;2010141;0.07;155;0;1.29;141;102;0;376.90;0;734.11;0;;0.08;0;0;58.13;0;776.73;0
prob7_030_100000_08;2016873;0.01;21;0;0.30;19;37;0;377.38;0;978.41;0;;0.01;0;0;56.10;0;773.69;0
prob7_030_100000_09;2084666;0.06;73;0;0.47;51;64;0;377.92;0;744.91;0;;0.06;0;0;55.85;0;779.62;0
prob7_030_100000_10;2078266;0.01;27;0;0.42;11;21;0;377.81;0;766.63;0;;0.02;0;0;47.12;0;782.04;0
prob7_050_020000_01;411813;0.02;247;0;0.58;205;116;0;15.00;0;18.35;0;;0.02;0;0;4.18;0;30.42;0
prob7_050_020000_02;401036;0.02;183;0;0.10;123;112;0;15.03;0;21.96;0;;0.02;0;0;4.41;0;30.35;0
prob7_050_020000_03;455095;0.01;125;0;0.19;93;64;0;15.21;0;17.28;0;;0.01;0;0;3.29;0;30.83;0
prob7_050_020000_04;446281;0.00;43;0;0.04;13;32;0;15.18;0;20.76;0;;0.00;0;0;3.39;0;30.63;0
prob7_050_020000_05;441932;0.01;59;0;0.02;19;33;0;15.13;0;21.63;0;;0.01;0;0;3.47;0;30.51;0
prob7_050_020000_06;428801;0.02;101;0;0.09;37;69;0;15.19;0;16.39;0;;0.03;0;0;4.05;0;30.57;0
prob7_050_020000_07;391658;0.01;209;0;0.64;187;115;0;14.86;0;22.36;0;;0.01;0;0;4.24;0;29.99;0
prob7_050_020000_08;437764;0.03;237;0;0.39;207;136;0;15.00;0;16.39;0;;0.03;0;0;3.67;0;30.30;0
prob7_050_020000_09;479183;0.02;189;0;0.10;153;71;0;15.49;0;16.62;0;;0.02;0;0;3.72;0;31.28;0
prob7_050_020000_10;397759;0.02;159;0;0.19;111;102;0;14.98;0;21.49;0;;0.02;0;0;4.38;0;30.24;0
prob7_050_050000_01;1057478;0.11;823;0;0.93;773;200;0;95.26;0;148.02;0;;0.11;0;0;17.55;0;194.89;0
prob7_050_050000_02;982857;0.02;127;0;0.77;57;64;0;93.54;0;148.27;0;;0.02;0;0;14.40;0;192.41;0
prob7_050_050000_03;1109911;0.01;101;0;0.25;71;55;0;95.49;0;161.14;0;;0.02;0;0;13.22;0;195.09;0
prob7_050_050000_04;975593;0.03;307;0;3.68;261;106;0;93.13;0;152.63;0;;0.03;0;0;15.79;0;190.98;0
prob7_050_050000_05;1041654;0.01;75;0;0.22;19;36;0;95.07;0;140.90;0;;0.02;0;0;14.38;0;193.31;0
prob7_050_050000_06;1118083;0.02;75;0;0.08;31;47;0;95.60;0;136.76;0;;0.02;0;0;13.26;0;195.50;0
prob7_050_050000_07;998553;0.07;375;0;0.63;313;124;0;94.03;0;157.69;0;;0.08;0;0;16.14;0;192.60;0
prob7_050_050000_08;1002859;0.05;201;0;0.28;113;91;0;94.04;0;152.05;0;;0.06;0;0;16.34;0;191.81;0
prob7_050_050000_09;969059;0.03;183;0;0.16;131;111;0;93.47;0;154.86;0;;0.04;0;0;16.11;0;190.77;0
prob7_050_050000_10;1034630;0.05;255;0;0.85;179;108;0;94.67;0;166.44;0;;0.06;0;0;18.47;0;193.90;0
prob7_050_100000_01;2030765;0.04;107;0;1.03;45;59;0;377.60;0;692.53;0;;0.04;0;0;48.28;0;775.85;0
prob7_050_100000_02;2165291;0.09;271;0;6.39;195;118;0;382.12;0;724.40;0;;0.09;0;0;56.89;0;789.14;0
prob7_050_100000_03;2276826;0.08;125;0;0.51;47;58;0;386.03;0;889.51;0;;0.09;0;0;53.71;0;791.91;0
prob7_050_100000_04;2391988;0.05;119;0;1.55;93;69;0;387.91;0;830.38;0;;0.06;0;0;35.84;0;810.56;0
prob7_050_100000_05;2163980;0.07;159;0;0.87;87;72;0;382.66;0;655.18;0;;0.07;0;0;53.28;0;799.07;0
prob7_050_100000_06;2284372;0.06;137;0;2.33;93;64;0;385.88;0;881.32;0;;0.07;0;0;53.86;0;791.99;0
prob7_050_100000_07;2385433;0.10;155;0;0.41;95;68;0;391.23;0;896.09;0;;0.11;0;0;29.98;0;805.25;0
prob7_050_100000_08;1949055;0.08;167;0;0.49;93;69;0;375.24;0;758.61;0;;0.09;0;0;51.40;0;769.95;0
prob7_050_100000_09;2058780;0.17;629;0;13.68;577;131;0;379.08;0;704.88;0;;0.18;0;0;57.92;0;784.67;0
prob7_050_100000_10;2224005;0.04;101;0;0.32;57;59;0;382.52;0;863.54;0;;0.04;0;0;50.72;0;799.62;0
prob7_100_020000_01;426560;0.05;1225;0;0.97;1105;129;0;15.14;0;19.85;0;;0.05;0;0;6.46;0;30.39;0
prob7_100_020000_02;415213;0.19;3619;0;5.44;3189;257;0;15.07;0;22.36;0;;0.19;0;0;7.30;0;30.40;0
prob7_100_020000_03;392367;0.06;951;0;0.72;659;143;0;14.95;0;24.10;0;;0.07;0;0;7.31;0;30.16;0
prob7_100_020000_04;423663;0.34;8987;0;11.63;8745;238;0;15.13;0;21.90;0;;0.35;0;0;7.23;0;30.50;0
prob7_100_020000_05;390812;0.63;17647;0;10.52;17445;261;0;14.92;0;26.08;0;;0.65;0;0;7.92;0;30.16;0
prob7_100_020000_06;415559;0.09;1835;0;0.66;1615;181;0;15.09;0;25.11;0;;0.10;0;0;7.29;0;30.46;0
prob7_100_020000_07;398324;2.30;67993;0;42.92;67671;365;0;15.00;0;22.39;0;;2.39;0;0;8.08;0;30.26;0
prob7_100_020000_08;478217;0.04;687;0;0.62;561;94;0;15.44;0;24.24;0;;0.04;0;0;4.97;0;31.23;0
;;Model M1;;;Model M3;;;;DP;;DSS-1TH;;;FMT;;;DSS-4TH;;DSS+DP;
Instance;opt;time;#nodes;TL;time;#nodes;#cols;TL;time;TL;time;TL;;time;best;TL;time;TL;time;TL
prob7_100_020000_09;440242;0.45;10567;0;38.51;10307;241;0;15.16;0;20.38;0;;0.47;0;0;6.86;0;30.66;0
prob7_100_020000_10;392096;0.42;10525;0;45.34;10343;277;0;14.97;0;25.77;0;;0.43;0;0;8.44;0;30.22;0
prob7_100_050000_01;1080007;0.14;967;0;5.69;785;153;0;94.84;0;139.85;0;;0.14;0;0;20.26;0;193.94;0
prob7_100_050000_02;992839;0.97;10579;0;46.38;10273;269;0;94.15;0;147.30;0;;1.00;0;0;24.86;0;191.98;0
prob7_100_050000_03;1176729;0.62;6263;0;106.63;6149;221;0;97.05;0;147.89;0;;0.64;0;0;20.12;0;199.26;0
prob7_100_050000_04;982534;0.03;309;0;1.27;153;84;0;93.86;0;147.45;0;;0.03;0;0;21.41;0;192.10;0
prob7_100_050000_05;1182603;0.12;877;0;1.94;791;152;0;97.03;0;137.68;0;;0.12;0;0;19.40;0;197.56;0
prob7_100_050000_06;1187270;0.12;875;0;4.09;777;145;0;97.03;0;173.60;0;;0.12;0;0;15.15;0;197.11;0
prob7_100_050000_07;1048472;0.92;10585;0;53.13;10295;276;0;94.78;0;161.45;0;;0.96;0;0;23.37;0;194.07;0
prob7_100_050000_08;1023375;1.24;12683;0;38.11;12349;305;0;94.60;0;148.51;0;;1.29;0;0;23.81;0;193.33;0
prob7_100_050000_09;1051017;0.09;725;0;3.27;513;99;0;95.11;0;147.83;0;;0.09;0;0;19.40;0;194.25;0
prob7_100_050000_10;1084050;0.34;2991;0;7.65;2591;182;0;95.64;0;160.16;0;;0.36;0;0;19.66;0;195.13;0
prob7_100_100000_01;2015845;2.57;17143;0;14.36;16687;260;0;378.04;0;754.36;0;;2.61;0;0;61.95;0;777.01;0
prob7_100_100000_02;2288990;0.24;975;0;5.16;781;147;0;388.75;0;869.15;0;;0.26;0;0;60.54;0;793.91;0
prob7_100_100000_03;1983074;2.69;17807;0;34.37;17377;235;0;378.06;0;713.14;0;;2.79;0;0;66.85;0;776.15;0
prob7_100_100000_04;2283814;0.33;1535;0;13.95;1279;125;0;385.87;0;874.29;0;;0.35;0;0;60.18;0;797.46;0
prob7_100_100000_05;2187775;0.30;1085;0;8.60;803;175;0;383.13;0;704.96;0;;0.32;0;0;64.12;0;796.19;0
prob7_100_100000_06;2291957;0.79;4831;0;51.40;4593;164;0;386.24;0;660.40;0;;0.83;0;0;62.99;0;811.44;0
prob7_100_100000_07;2106103;0.74;3483;0;110.02;3129;225;0;380.18;0;712.00;0;;0.78;0;0;62.38;0;784.57;0
prob7_100_100000_08;2237177;0.08;331;0;4.03;189;70;0;383.98;0;710.37;0;;0.09;0;0;57.91;0;796.87;0
prob7_100_100000_09;2148693;1.45;9449;0;19.01;9219;244;0;382.48;0;765.43;0;;1.51;0;0;65.53;0;793.68;0
prob7_100_100000_10;2306890;0.10;335;0;3.19;189;85;0;386.22;0;929.15;0;;0.11;0;0;54.97;0;794.70;0
prob7_200_020000_01;417950;149.18;4260847;0;1200.29;498984;321;1;15.23;0;31.09;0;;15.70;2;0;15.27;0;30.80;0
prob7_200_020000_02;425898;343.75;9438141;0;1200.29;462253;423;1;15.12;0;29.30;0;;15.58;2;0;14.32;0;30.56;0
prob7_200_020000_03;449032;9.81;279659;0;113.93;278617;312;0;15.36;0;26.75;0;;10.15;0;0;12.36;0;30.97;0
prob7_200_020000_04;451402;6.22;164735;0;171.97;164025;298;0;15.36;0;25.78;0;;6.41;0;0;11.54;0;30.88;0
prob7_200_020000_05;409258;260.03;6292799;0;1200.29;741956;433;1;15.04;0;31.69;0;;15.53;2;0;14.93;0;30.39;0
prob7_200_020000_06;450464;16.16;394385;0;1200.29;287776;266;1;15.33;0;25.68;0;;15.79;2;0;12.39;0;31.00;0
prob7_200_020000_07;441650;2.34;68767;0;139.48;67695;229;0;15.27;0;26.05;0;;2.41;0;0;12.48;0;30.77;0
prob7_200_020000_08;413897;104.66;2622687;0;1200.28;1240957;443;1;15.09;0;33.51;0;;15.61;2;0;16.51;0;30.37;0
prob7_200_020000_09;398560;43.99;1181371;0;338.01;1179893;368;0;15.01;0;34.93;0;;15.57;2;0;17.19;0;30.34;0
prob7_200_020000_10;400661;67.84;1575135;0;939.56;1573186;426;0;15.01;0;37.83;0;;15.54;2;0;18.41;0;30.34;0
prob7_200_050000_01;1035865;117.03;1312415;0;1200.28;586969;500;1;94.85;0;180.45;0;;98.08;2;0;41.69;0;193.99;0
prob7_200_050000_02;1168262;27.88;328401;0;1200.33;130201;378;1;97.06;0;192.99;0;;28.87;0;0;29.70;0;199.03;0
prob7_200_050000_03;1005399;38.47;395009;0;1200.31;193078;399;1;94.51;0;175.62;0;;39.79;0;0;44.85;0;194.43;0
prob7_200_050000_04;1068536;149.14;1574155;0;1200.30;193068;360;1;95.19;0;163.84;0;;98.31;2;0;40.46;0;194.66;0
prob7_200_050000_05;1035424;37.63;394545;0;886.00;393479;325;0;94.40;0;171.27;0;;38.93;0;0;39.11;0;192.41;0
prob7_200_050000_06;1041622;24.23;296401;0;248.78;295151;404;0;95.20;0;172.49;0;;25.28;0;0;39.61;0;193.81;0
prob7_200_050000_07;1019807;945.96;10488147;0;1200.33;1075760;631;1;94.61;0;189.65;0;;97.92;2;0;44.75;0;194.85;0
prob7_200_050000_08;1065220;190.66;2360757;0;1200.29;267769;425;1;96.07;0;168.82;0;;99.19;2;0;38.74;0;194.72;0
prob7_200_050000_09;1151445;43.36;557601;0;1200.30;123355;321;1;96.41;0;189.75;0;;44.90;0;0;31.63;0;197.98;0
prob7_200_050000_10;1126485;1200.00;14545199;1;1200.28;818622;451;1;96.95;0;165.33;0;;100.31;2;0;35.32;0;196.76;0
prob7_200_100000_01;1976104;673.14;4457917;0;1200.32;71670;451;1;376.28;0;822.47;0;;388.27;2;0;94.35;0;781.38;0
prob7_200_100000_02;2192351;27.40;165199;0;330.56;164003;304;0;385.49;0;736.93;0;;28.35;0;0;86.94;0;788.09;0
prob7_200_100000_03;2149788;300.74;2114781;0;1166.79;2113731;405;0;382.94;0;822.03;0;;312.87;0;0;89.64;0;796.71;0
prob7_200_100000_04;2028666;1200.00;7574835;1;1200.29;412124;533;1;380.98;0;726.82;0;;397.02;2;0;94.80;0;782.98;0
;;Model M1;;;Model M3;;;;DP;;DSS-1TH;;;FMT;;;DSS-4TH;;DSS+DP;
Instance;opt;time;#nodes;TL;time;#nodes;#cols;TL;time;TL;time;TL;;time;best;TL;time;TL;time;TL
prob7_200_100000_05;2167402;27.42;165451;0;1200.29;144633;338;1;383.57;0;745.69;0;;28.39;0;0;86.32;0;793.17;0
prob7_200_100000_06;2237772;26.83;165259;0;957.26;163933;278;0;385.80;0;680.53;0;;27.73;0;0;90.69;0;805.23;0
prob7_200_100000_07;2088163;9.04;50393;0;908.92;49377;309;0;380.91;0;724.03;0;;9.37;0;0;92.95;0;787.12;0
prob7_200_100000_08;2053461;1200.00;8063513;1;1200.29;1154985;486;1;380.99;0;747.81;0;;394.65;2;0;96.52;0;785.58;0
prob7_200_100000_09;2268727;360.73;2360485;0;1200.28;82479;394;1;386.87;0;741.57;0;;372.19;0;0;83.62;0;794.42;0
prob7_200_100000_10;2388148;4.59;25295;0;195.92;24571;155;0;389.86;0;890.43;0;;4.76;0;0;63.93;0;812.06;0
